ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,SourceRecordLocator,TitleRaw,AuthorsRaw,DOIRaw,VenueRaw,YearRaw,VolumeTrackIssueRaw,PublisherRecordURLRaw,RetrievedAt,ExtractionMethod,Notes
MS-RE-2023-MAIN-0021,MSU-RE-2023-MAIN,21,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260751/,Quantifying Requirements Technical Debt: A Systematic Mapping Study and a Conceptual Model,Judith Perera; Ewan Tempero; Yu-Cheng Tu; Kelly Blincoe,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260751/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0022,MSU-RE-2023-MAIN,22,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260978/,Prompting Creative Requirements via Traceable and Adversarial Examples in Deep Learning,Hemanth Gudaparthi; Nan Niu; Boyang Wang; Tanmay Bhowmik; Hui Liu; Jianzhang Zhang; Juha Savolainen; Glen Horton; Sean Crowe; Thomas Scherz; Lisa Haitz,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260978/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0023,MSU-RE-2023-MAIN,23,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260933/,An Experiment on the Effects of Using Color to Visualize Requirements Analysis Tasks,Yesugen Baatartogtokh; Irene Foster; Alicia M. Grubb,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260933/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0024,MSU-RE-2023-MAIN,24,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260785/,Eliciting the Double-edged Impact of Digitalisation: a Case Study in Rural Areas,Alessio Ferrari; Fabio Lepore; Livia Ortolani; Gianluca Brunori,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260785/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0025,MSU-RE-2023-MAIN,25,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260954/,A Transformer-based Approach for Abstractive Summarization of Requirements from Obligations in Software Engineering Contracts,Chirag Jain; Preethu Rose Anish; Amrita Singh; Smita Ghaisas,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260954/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0026,MSU-RE-2023-MAIN,26,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260892/,RClassify: Combining NLP and ML to Classify Rules from Requirements Specifications Documents,Asha Rajbhoj; Padmalata Nistala; Ajim Pathan; Piyush Kulkarni; Vinay Kulkarni,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260892/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0027,MSU-RE-2023-MAIN,27,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260760/,Shaping a GAIA-X Data Ecosystem through Innovation Modeling,Ali Shakeri; Oliver Klemp; Bernd Westphal,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260760/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0028,MSU-RE-2023-MAIN,28,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260910/,Requirements Classification for Smart Allocation: A Case Study in the Railway Industry,Sarmad Bashir; Muhammad Abbas; Alessio Ferrari; Mehrdad Saadatmand; Pernilla Lindberg,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260910/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0029,MSU-RE-2023-MAIN,29,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260788/,Leveraging Natural Language Processing for a Consistency Checking Toolchain of Automotive Requirements,Vincent Bertram; Hendrik Kausch; Evgeny Kusmenko; Haron Nqiri; Bernhard Rumpe; Constantin Venhoff,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260788/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0030,MSU-RE-2023-MAIN,30,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260982/,Traceability Evaluation in Requirements Engineering According to Automotive SPICE,Vishakha Rathod; Thomas Cebulla; Stefan Kugele,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260982/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
