id,logical_id,TY,TI,AU,T2,C1,C3,DA,PY,SP,EP,DO,SN,PB,UR,DB,KW,OG,VL,IS,N1,A2,AB,AD,J2,LA,M3,C7,C2,ST,filter_1,filter_1_date,filter_1_observations,oa_status,oa_color,oa_host_type,oa_pdf_url,oa_landing_url,oa_checked_date,pdf_status,pdf_file,pdf_source_host_type,pdf_source_url,pdf_local_source,pdf_status_orientacao,excluded,exclusion_criteria,duplicate_group,duplicate_role
590,590_IEEE,JOUR,An Educational Dialogue System for Visually Impaired People,P. F. Balestrucci; E. Di Nuovo; M. Sanguinetti; L. Anselma; C. Bernareggi; A. Mazzei,IEEE Access,,,2024///,2024,150502,150519,10.1109/ACCESS.2024.3479883,2169-3536,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10716367,IEEE Xplore,Assistive technologies; chatbots; educational technology; natural language processing; Automata; Oral communication; User experience; Symbols; Navigation; Natural language generation; Mathematical models; Keyboards,ieee-xplore/ieeexplore_i3.csv,12,,,,"Finite State Automata (FSA) serve as a fundamental mathematical model of computation, commonly explored in computer science degree programs. Traditionally, FSA are represented through state diagrams or tables, which, in educational settings necessitating assistive technologies, pose accessibility challenges, particularly for Visually Impaired People (VIP). This work is part of a broader initiative focused on creating tools for inclusive access to scientific information. Its main goal is to explore the effectiveness of a dialogue system (DS) as an alternative method for conveying FSA information to VIP, aiming to enhance their comprehension and user experience. To achieve this, a rule-based DS tailored for facilitating FSA access, with a primary focus on VIP as end users, was developed. The research involved an A/B test comparing participants’ comprehension of FSA using the rule-based DS versus standard tabular representations. Statistical analysis was also carried out to evaluate the performance differences between the two methods. The findings indicate that communication through the DS significantly outperforms the tabular representation, establishing it as a viable and effective alternative for both VIP and non-VIP. Although VIP participants displayed slightly varying performance depending on the questions, their feedback favoured the DS for its ease of use and overall user satisfaction. Additionally, the study analysed the capabilities and limitations of popular Large Language Models (LLMs) in describing graphical structures like FSA. Despite their general effectiveness in language tasks, LLMs proved inadequate for accurately and consistently describing FSA, highlighting the need for more controlled and explainable DS approaches in educational contexts.","Dipartimento di Informatica, Università degli Studi di Torino, Turin, Italy; Joint Research Centre, European Commission, Ispra, Italy; Dipartimento di Matematica e Informatica, Università degli Studi di Cagliari, Cagliari, Italy; Dipartimento di Informatica, Università degli Studi di Torino, Turin, Italy; Dipartimento di Matematica, Laboratorio Polin, Università degli Studi di Torino, Turin, Italy; Dipartimento di Informatica, Università degli Studi di Torino, Turin, Italy",,,,,,,excluido,2026-08-15,"ANALISE DE DUPLICACAO — grupo DUP-A-080, nivel A (DOI identico e titulo normalizado identico). Membros: 590_IEEE(IEEE Xplore), 860_SCOPUS(Scopus). Criterio de escolha do primario: melhor status de obtencao do PDF, depois resumo mais completo, depois presenca de DOI, depois menor logical_id. Registro primario: 860_SCOPUS. Conforme o protocolo, a deduplicacao e nao destrutiva: os registros duplicados sao preservados e vinculados, nunca apagados, para sustentar a contagem PRISMA e a rastreabilidade da busca. DECISAO: EXCLUIDO por E3 — duplicata de 860_SCOPUS. A evidencia deste registro nao se perde: ela e extraida do registro primario do mesmo grupo.",OPEN,gold,publisher,,https://doi.org/10.1109/access.2024.3479883,2026-08-15,OK_ACERVO_LOCAL,pdfs/590_IEEE.pdf,acervo_local (titulo),,An_Educational_Dialogue_System_for_Visually_Impaired_People.pdf,"ACESSO ABERTO, FALTA BAIXAR. O Unpaywall confirma que o artigo e aberto, mas so forneceu a pagina do artigo, nao o link direto do PDF (ex.: SciTePress, que exige CAPTCHA). ACAO: abra a URL da coluna oa_landing_url no navegador e baixe manualmente. Este e o grupo com maior ganho rapido: sao legalmente abertos, so exigem um clique.",true,E3,DUP-A-080,duplicata
591,591_IEEE,CONF,FAIR GraphRAG: A Retrieval-Augmented Generation Approach for Semantic Data Analysis,M. Flüh; S. -Y. Kim; C. V. Schneider; S. Geisler,2025 IEEE International Conference on Knowledge Graph (ICKG),,2025 IEEE International Conference on Knowledge Graph (ICKG),2025///,2025,90,97,10.1109/ICKG66886.2025.00019,979-8-3315-6689-0,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11391969,IEEE Xplore,retrieval-augmented generation; FAIR data principles; FAIR Digital Object; knowledge graph construction; large language model; Accuracy; Large language models; Soft sensors; Semantics; Retrieval augmented generation; Knowledge graphs; Metadata; Ontologies; Interoperability; Standards,ieee-xplore/ieeexplore_i3.csv,,,,,"Retrieval-Augmented Generation (RAG) addresses the limitations of Large Language Models (LLMs) when providing responses to domain-specific questions. Graph-based RAG approaches, such as GraphRAG, enhance retrieval by capturing semantic relationships within knowledge graphs (KGs). While the FAIR principles (Findability, Accessibility, Interoperability, and Reusability) are becoming prevalent for scientific data management, especially in complex domains such as medicine, existing RAG approaches lack a structured FAIRification of the underlying knowledge resources. This lack limits their potential for FAIR information retrieval in these domains. To address this gap, we introduce FAIR GraphRAG, a novel framework that integrates FAIR Digital Objects (FDOs) as the fundamental units of a graph-based retrieval system. Each graph node represents an FDO that incorporates core data, metadata, persistent identifiers, and semantic links. We leverage LLMs to support schema construction and automated extraction of content and metadata from data sources. The framework was co-designed by physicians and computer scientists to ensure technical and clinical relevance. We apply FAIR GraphRAG to a biomedical dataset in gastroenterology, demonstrating its applicability to single-cell data. Beyond ensuring adherence to the FAIR principles, FAIR GraphRAG significantly improves question answering accuracy, coverage, and explainability, particularly for complex queries involving metadata and ontology links. This work shows the feasibility of combining FAIR data practices with graph-based retrieval techniques. We see potential for applying our approach to other specialized fields such as education and business.","Data Stream Management and Analysis, RWTH Aachen University, Aachen, Germany; Data Stream Management and Analysis, RWTH Aachen University, Aachen, Germany; Gastroenterology, Metabolic Diseases and Intensive Care, University Hospital RWTH Aachen, Aachen, Germany; Data Stream Management and Analysis, RWTH Aachen University, Aachen, Germany",,,,,,,,,,OPEN,green,repository,https://arxiv.org/pdf/2607.11464,https://arxiv.org/abs/2607.11464,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/591_IEEE.pdf,repository,https://arxiv.org/pdf/2607.11464,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
592,592_IEEE,CONF,Leveraging Large Language Models for Event Storming in Domain-Driven Design: A Controlled Experiment,L. Cao; H. Zhang; S. Li; C. Zhong; D. Li; Y. Fan; Y. Zhang; U. Zdun,2026 IEEE 23rd International Conference on Software Architecture (ICSA),,2026 IEEE 23rd International Conference on Software Architecture (ICSA),2026///,2026,323,334,10.1109/ICSA66085.2026.00039,2835-7043; 979-8-3315-5740-9,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11613045,IEEE Xplore,event storming; large language models; controlled experiment; modeling; domain-driven design; Printing; Design methodology; Testing; Business; Optimization; Software engineering; Conferences; Software architecture,ieee-xplore/ieeexplore_i3.csv,,,,,"Event Storming (ES), as the key modeling technique within the Domain-Driven Design (DDD) methodology, provides teams with a fast, visual approach that helps them deeply understand and explore complex business domains, thereby enabling more effective software system design and development. Compared to traditional UML modeling techniques, ES emphasizes collaborative exploration and rapid iteration. However, its effectiveness is highly dependent on the facilitation of domain experts. Moreover, since ES sessions are typically conducted using physical or digital whiteboards, they often incur high coordination costs, especially in distributed or asynchronous environments. With the recent advances in Large Language Models (LLMs), there is growing interest in leveraging their reasoning and text generation capabilities to support software modeling tasks. This paper presents a controlled experiment to investigate the effectiveness of LLMs in facilitating ES modeling. A total of 240 postgraduate participants (60 teams) were assigned to three conditions: manual ES, LLM-assisted ES with basic prompts, and LLM-assisted ES with optimized prompts. The generated models were quantitatively evaluated in terms of Accuracy, Completeness, and Consistency. The findings show that while LLM-generated ES elements are generally reliable, LLMs tend to overlook or omit a substantial number of critical model elements. Optimized prompts can effectively steer LLMs towards inferring previously missing elements; however, for complex business logic, a single optimized prompt remains insufficient to achieve consistently high-quality modeling.","State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Nanjing, China; State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Nanjing, China; State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Nanjing, China; Nanjing University of Science and Technology, Nanjing, China; State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Nanjing, China; State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Nanjing, China; Chongqing Institute of Engineering, Chongqing, China; Research Group Software Architecture, Faculty of Computer Science, University of Vienna, Vienna, Austria",,,,,,,excluido,2026-08-15,"ANALISE DE DUPLICACAO — grupo DUP-A-081, nivel A (DOI identico e titulo normalizado identico). Membros: 592_IEEE(IEEE Xplore), 905_SCOPUS(Scopus). Criterio de escolha do primario: melhor status de obtencao do PDF, depois resumo mais completo, depois presenca de DOI, depois menor logical_id. Registro primario: 905_SCOPUS. Conforme o protocolo, a deduplicacao e nao destrutiva: os registros duplicados sao preservados e vinculados, nunca apagados, para sustentar a contagem PRISMA e a rastreabilidade da busca. DECISAO: EXCLUIDO por E3 — duplicata de 905_SCOPUS. A evidencia deste registro nao se perde: ela e extraida do registro primario do mesmo grupo.",NOT_INDEXED,,,,,2026-08-15,NAO_INDEXADO,,,,,"FORA DA BASE DE OA. O DOI existe mas nao consta no Unpaywall, geralmente por ser publicacao muito recente ou de editora pequena. ACAO: verificar manualmente no site da editora se ha acesso aberto ou institucional.",true,E3,DUP-A-081,duplicata
593,593_IEEE,CONF,A Service-Oriented Framework for An Integrated Study of Intelligent Data Collection and Application,P. -C. Ke; Y. -H. Liao; S. -Y. Lee; S. -Y. Huang; W. C. -C. Chu,"2023 IEEE 23rd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",,"2023 IEEE 23rd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",2023///,2023,230,236,10.1109/QRS-C60940.2023.00034,2693-9371; 979-8-3503-5939-8,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10430064,IEEE Xplore,Service-Oriented Architecture; Artificial Intelligence; ChatGPT; Framework; Software design; Computer architecture; Software quality; Software systems; Software reliability; Security,ieee-xplore/ieeexplore_i3.csv,,,,,"Service-Oriented Architecture (SOA) provides an optimized and transformative approach to software design that uses flexible mechanisms for linking services. Recently, it has been used in the technical phases of large-scale software system projects. Integrating the connection between services and artificial intelligence enables faster and smarter application development while providing a reliable, scalable, and interoperable framework for easy integration of different services. In addition, SOA architecture helps businesses and developers better understand the composition and operation of their services, leading to more efficient service design and development. In this project, we design an SOA framework based on Taiwan's meteorological and ChatGPT services. This experiment architecture will help users understand the services' composition and construction process, enabling better future design and integration of additional assistance.","Department of Computer Science, Tunghai University, Taichung, Taiwan; Department of Computer Science, Tunghai University, Taichung, Taiwan; Department of Computer Science, Tunghai University, Taichung, Taiwan; Department of Computer Science, Tunghai University, Taichung, Taiwan; Department of Computer Science, Tunghai University, Taichung, Taiwan",,,,,,,,,,CLOSED,closed,,,,2026-08-15,PENDENTE_CAPES_IEEE,,,,,BLOQUEADO NA IEEE. Acesso via IEEE Xplore indisponivel - contrato CAPES/IEEE nao renovado. Nao e paywall comum: nao adianta tentar o proxy ez371 agora. ACAO: deixar em espera ate a CAPES restabelecer o acesso; alternativas sao pedir o PDF ao autor ou COMUT.,,,,
594,594_IEEE,CONF,Accelerating Model-Based Systems Engineering by Harnessing Generative AI,E. S. Crabb; M. T. Jones,2024 19th Annual System of Systems Engineering Conference (SoSE),,2024 19th Annual System of Systems Engineering Conference (SoSE),2024///,2024,110,115,10.1109/SOSE62659.2024.10620975,2835-3161; 979-8-3503-6591-7,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10620975,IEEE Xplore,model-based systems engineering; generative artificial intelligence; large language models; modeling; Generative AI; Open Access; Subject matter experts; Medical services; Proposals,ieee-xplore/ieeexplore_i3.csv,,,,,"With the rise of artificial intelligence (AI) tools to support the work of numerous disciplines, we describe a preliminary investigation into the benefits and drawbacks of large language model (LLM) use as part of a traditional systems engineering and design workflow. To explore this, we tasked a group of systems engineers to each create a list of requirements and use case diagram to satisfy a systems of systems user scenario presented in a proposal document. Participants created models of a healthcare setting in which clinicians resolved discrepancies with patient care by consulting additional sources of record, demonstrating the importance of integrating new systems within the larger healthcare system of systems. The first group were provided open access to an LLM, the second group were provided draft materials generated by an LLM, and the third followed their normal workflow. A subject matter expert (SME) evaluator then scored each model according to its completeness, consistency, correctness, simplicity, and traceability. Through this, we show that although LLMs are not a replacement for a trained systems engineer, they can contribute in two primary ways to the modeling process: first, they can generate a significant portion of the information necessary to create a minimum viable product (MVP) model within a fraction of the time, offering a promising way to accelerate the overall model development process. Second, they can answer detailed, domain-specific questions and reduce the time spent on external research.","Office of Technology, Leidos, Reston, VA; Health and Civil Sector, Leidos, Reston, VA",,,,,,,excluido,2026-08-15,"ANALISE DE DUPLICACAO — grupo DUP-A-082, nivel A (DOI identico e titulo normalizado identico). Membros: 594_IEEE(IEEE Xplore), 924_SCOPUS(Scopus). Criterio de escolha do primario: melhor status de obtencao do PDF, depois resumo mais completo, depois presenca de DOI, depois menor logical_id. Registro primario: 924_SCOPUS. Conforme o protocolo, a deduplicacao e nao destrutiva: os registros duplicados sao preservados e vinculados, nunca apagados, para sustentar a contagem PRISMA e a rastreabilidade da busca. DECISAO: EXCLUIDO por E3 — duplicata de 924_SCOPUS. A evidencia deste registro nao se perde: ela e extraida do registro primario do mesmo grupo.",CLOSED,closed,,,,2026-08-15,PENDENTE_CAPES_IEEE,,,,,BLOQUEADO NA IEEE. Acesso via IEEE Xplore indisponivel - contrato CAPES/IEEE nao renovado. Nao e paywall comum: nao adianta tentar o proxy ez371 agora. ACAO: deixar em espera ate a CAPES restabelecer o acesso; alternativas sao pedir o PDF ao autor ou COMUT.,true,E3,DUP-A-082,duplicata
595,595_IEEE,JOUR,A Joint LLM-KG System for Disease Q&A,P. C. Sukhwal; V. Rajan; A. Kankanhalli,IEEE Journal of Biomedical and Health Informatics,,,2025///,2025,2257,2270,10.1109/JBHI.2024.3514659,2168-2208,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10787401,IEEE Xplore,Question answering; healthcare; large language model; knowledge graph; information extraction; Diseases; Medical services; Cognition; Accuracy; Question answering (information retrieval); Measurement; Knowledge graphs; Fake news; Chatbots; Bioinformatics; Humans; Natural Language Processing; Medical Informatics,ieee-xplore/ieeexplore_i3.csv,29,3,,,"Medical question answer (QA) assistants respond to lay users’ health-related queries by synthesizing information from multiple sources using natural language processing and related techniques. They can serve as vital tools to alleviate issues of misinformation, information overload, and complexity of medical language, thus addressing lay users’ information needs while reducing the burden on healthcare professionals. QA systems, the engines of such assistants, have often used large language models (LLMs) or knowledge graphs (KG), though the approaches could be complementary. LLM-based QA systems excel at understanding complex questions and providing well-formed answers but are prone to factual mistakes. KG-based QA systems, which represent facts well, are mostly limited to answering short-answer questions with pre-created templates. While a few studies have used both LLM and KG for text-based QA, the approaches are still prone to incomplete or inaccurate answers. Extant QA systems also have limitations in terms of automation and performance. We address these challenges by designing a novel, automated disease QA system named Disease Guru–Long-Form Question Answer (DG-LFQA), which effectively utilizes both LLM and KG techniques through a joint reasoning approach to answer disease-related questions appropriate for lay users. Our evaluation of the system using a range of quality metrics demonstrates its efficacy over related baseline systems.","Department of Information Systems and Analytics, National University of Singapore, Singapore; Department of Information Systems and Analytics, National University of Singapore, Singapore; Department of Information Systems and Analytics, National University of Singapore, Singapore",,,,,,,,,,CLOSED,closed,,,,2026-08-15,PENDENTE_CAPES_IEEE,,,,,BLOQUEADO NA IEEE. Acesso via IEEE Xplore indisponivel - contrato CAPES/IEEE nao renovado. Nao e paywall comum: nao adianta tentar o proxy ez371 agora. ACAO: deixar em espera ate a CAPES restabelecer o acesso; alternativas sao pedir o PDF ao autor ou COMUT.,,,,
596,596_IEEE,CONF,Enhancing Patient Comprehension of Discharge Notes with a Retrieval-Augmented LLM Approach,M. K. H. Dehkordi; J. Lu; Y. Perl; F. P. Deek,2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),,2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),2025///,2025,6966,6973,10.1109/BIBM66473.2025.11356919,2156-1133; 979-8-3315-1557-7,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11356919,IEEE Xplore,Discharge note; simplification; summarization; Large Language Modes; Retrieval Augmented Graphs; RAG; ChatGPT; Reviews; Large language models; Retrieval augmented generation; Unified modeling language; Pipelines; Semantics; MIMICs; Manuals; Readability metrics; Medical diagnostic imaging,ieee-xplore/ieeexplore_i3.csv,,,,,"Discharge notes summarize reasons for hospital stays and diagnosis, include medical history and treatment received, and provide instructions for follow-up care and medications. These notes are often difficult for patients to understand due to medical jargon, abbreviations, and complex structures. Despite recommendations that patient-facing materials be written at a sixth-grade reading level, most discharge notes do not meet this target, creating barriers to comprehension. Large language models (LLMs) can simplify clinical text but risk omitting important information, introducing errors, or producing hallucinations. We propose a retrieval-augmented generation (RAG) pipeline to enhance LLM-based simplification of discharge notes by appending biomedical definitions to prompts. Our pipeline combines (1) direct UMLS concept linking with SciSpaCy to extract canonical names and definitions, and (2) FAISS-based semantic retrieval of additional relevant definitions not explicitly detected by SciSpaCy. These definitions are integrated into prompts for ChatGPT-4o to generate simplified summaries at a sixth-grade reading level. We evaluated this approach on 20 MIMIC-III discharge notes, comparing RAG-augmented outputs (R_notes) with baseline LLM simplifications (B_notes). Manual review measured completeness and correctness, readability was assessed with Flesch-Kincaid Grade Level (FKGL) and Flesch Reading Ease, and LLM-based judgments evaluated clarity. Results show that R_notes achieved higher completeness (77.6 % vs. 72.7 %, the completeness of $R$ _notes is higher than that of B_notes in 16 cases with statistical significant), fewer errors (2 vs. 6), and better contextualization of medical terms ($\mathbf{4. 3 ~ v s. ~} \mathbf{3. 6}$ on a 5 -point scale). Readability also improved, more closely aligning with the sixth-grade target. These improvements highlight the potential of RAG-enhanced prompting to strengthen patient understanding and engagement with their health information.","Department of Computer Science, NJIT, Newark, NJ, USA; Department of Computer Science, NJIT, Newark, NJ, USA; Department of Computer Science, NJIT, Newark, NJ, USA; Department of Informatics, NJIT, Newark, NJ, USA",,,,,,,,,,CLOSED,closed,,,,2026-08-15,PENDENTE_CAPES_IEEE,,,,,BLOQUEADO NA IEEE. Acesso via IEEE Xplore indisponivel - contrato CAPES/IEEE nao renovado. Nao e paywall comum: nao adianta tentar o proxy ez371 agora. ACAO: deixar em espera ate a CAPES restabelecer o acesso; alternativas sao pedir o PDF ao autor ou COMUT.,,,,
597,597_IEEE,CONF,Translating Formal Specs: Event-B to English,F. K. Vanhari,2024 34th International Conference on Collaborative Advances in Software and COmputiNg (CASCON),,2024 34th International Conference on Collaborative Advances in Software and COmputiNg (CASCON),2024///,2024,1,6,10.1109/CASCON62161.2024.10838142,979-8-3315-0483-0,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10838142,IEEE Xplore,language translation; Event-B; formal specification; large language model; Translation; Accuracy; Large language models; Refining; Linguistics; Data models; Software; Specification languages; Software reliability; Software development management,ieee-xplore/ieeexplore_i3.csv,,,,,"In software development, formal specifications are essential for providing precision and conciseness in describing system behavior. The Event-B specification language is a powerful tool in this domain, offering a variety of data types and a rich set of operations to model complex systems. However, some of these operations use less common notation, which can be challenging to understand. To assist readers of these specifications, we propose translating Event-B expressions and predicates into English. Our primary goal is to ensure that the translations are both accurate and comprehensible. We employ a rule-based system to generate accurate translations, adhering to predefined linguistic rules, and utilize a large language model to select the most readable translation. This hybrid approach ensures both fidelity and readability. Our evaluation includes measuring perplexity scores and human assessments of fluency and adequacy. The results show that GPT-4 aligns best with human evaluators, followed by GPT-3.5, with LLaMA-3 performing slightly lower.","Dept. Computer and Software, McMaster University, Hamilton, Canada",,,,,,,,,,CLOSED,closed,,,,2026-08-15,PENDENTE_CAPES_IEEE,,,,,BLOQUEADO NA IEEE. Acesso via IEEE Xplore indisponivel - contrato CAPES/IEEE nao renovado. Nao e paywall comum: nao adianta tentar o proxy ez371 agora. ACAO: deixar em espera ate a CAPES restabelecer o acesso; alternativas sao pedir o PDF ao autor ou COMUT.,,,,
598,598_IEEE,CONF,Systematic Review of Cloud Enabled AI Framework for Optimizing the Software Development Life Cycle,M. Parthiban; M. H. Priyanka; P. Teja; R. Kumari; S. Narim,"2026 IEEE International Conference on Intelligent Systems, Smart and Green Technologies (ICISSGT)",,"2026 IEEE International Conference on Intelligent Systems, Smart and Green Technologies (ICISSGT)",2026///,2026,1,5,10.1109/ICISSGT67741.2026.11483940,979-8-3315-7067-5,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11483940,IEEE Xplore,Artificial Intelligence; Software Development Life Cycle; Cloud Computing; Large Language Models; Natural Language Processing; SDLC Optimization; Filtering; Filters; Internet; Protocols; Computer networks; HTTP; Communication systems; Network function virtualization; Cloud computing security,ieee-xplore/ieeexplore_i3.csv,1,,,,"Software Development Life Cycle (SDLC) remains a solid engineering base on developing failure free software; however, traditional models are commonly fraught with in-efficiencies, human error, and redundancy. Cloud computing and the advent of Artificial Intelligence (AI) in the forms of Large Language Models (LLMs) and Generative AI have provided new possibilities for SDLC efficiency and scalability optimization. This paper formally surveys the current literature and frameworks on cloud-based AI-optimized SDLC. It delineates how AI simplifies requirement extraction, de-sign modeling, auto-coding, testing, and project risk management, whereas cloud infrastructure provides scalability, integration, and flexibility. Comparative evaluation of 22 peer-reviewed articles emphasizes greater precision, development velocity, and resource utilization but also the limitations of traceability, cross-phase orchestration, and security integration. The research highlights major future directions including integrated AI-SDLC systems, agentic orchestration, security conformity to OWASP standards, and sustainability integration. Generally, cloud-enabled AI provides a revolutionary approach to software engineering.","Department of Computer Science and Engineering, JNTUK Research Center, Sasi Institute of Technology and Engineering, Andhra Pradesh, India; Department of Computer Science and Engineering, Sasi Institute of Technology and Engineering, Andhra Pradesh, India; Department of Computer Science and Engineering, Sasi Institute of Technology and Engineering, Andhra Pradesh, India; Department of Computer Science and Engineering, Sasi Institute of Technology and Engineering, Andhra Pradesh, India; Department of Computer Science and Engineering, Sasi Institute of Technology and Engineering, Andhra Pradesh, India",,,,,,,excluido,2026-08-15,"METODO DA VARREDURA DE ESTUDOS SECUNDARIOS (2026-08-15): rastreio de padroes no titulo, depois no resumo e, quando havia PDF, no texto das duas primeiras paginas. Cuidado central: distinguir survey de LITERATURA (estudo secundario) de survey por QUESTIONARIO com pessoas (estudo primario), pois os autores usam a mesma palavra para as duas coisas. EVIDENCIA: o titulo declara ""Systematic Review of Cloud Enabled AI Framework"". DISCUSSAO: o estudo nao produz evidencia primaria propria sobre geracao de UML por LLM; sua contribuicao e a sintese de outros estudos. Sera util como fonte de referencias cruzadas para verificar a cobertura da busca, mas nao entra na extracao. DECISAO: EXCLUIDO por E2 (estudo secundario ou terciario).",CLOSED,closed,,,,2026-08-15,PENDENTE_CAPES_IEEE,,,,,BLOQUEADO NA IEEE. Acesso via IEEE Xplore indisponivel - contrato CAPES/IEEE nao renovado. Nao e paywall comum: nao adianta tentar o proxy ez371 agora. ACAO: deixar em espera ate a CAPES restabelecer o acesso; alternativas sao pedir o PDF ao autor ou COMUT.,true,E2,,
599,599_IEEE,CONF,Analyzing ChatGPT's Aptitude in an Introductory Computer Engineering Course,S. Deshpande; J. Szefer,"2023 Congress in Computer Science, Computer Engineering, & Applied Computing (CSCE)",,"2023 Congress in Computer Science, Computer Engineering, & Applied Computing (CSCE)",2023///,2023,1034,1038,10.1109/CSCE60160.2023.00172,979-8-3503-2759-5,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10487436,IEEE Xplore,Computer Engineering; Education; ChatGPT; GPT-3; OpenAI; Humanities; Codes; Manuals; Breadboard; Chatbots; Assembly; Business,ieee-xplore/ieeexplore_i3.csv,,,,,"ChatGPT has recently gathered attention from the general public and academia as a tool that is able to generate plausible and human-sounding text answers to various questions. While recent works have explored the use of ChatGPT in the context of humanities, business school, or medical school, this work explores how ChatGPT performs in the context of an introductory computer engineering course. This work assesses ChatGPT's aptitude in answering quizzes, homework, and laboratory questions in an introductory-level computer engineering course. This work finds that ChatGPT can do well on questions asking about generic concepts. However, predictably, as a text- only tool, it cannot handle questions with diagrams or figures, nor can it generate diagrams and figures. Further, also clearly, the tool cannot do hands-on lab experiments, breadboard assembly, etc., but can generate plausible answers to some laboratory manual questions. One of the key observations presented in this work is that the ChatGPT tool could not be used to pass all components of the course. Nevertheless, it does well on quizzes and short-answer questions. On the other hand, plausible, human-sounding answers could confuse students when generating incorrect but still plausible answers.","Electrical Engineering, Yale University; Electrical Engineering, Yale University",,,,,,,,,,CLOSED,closed,,,,2026-08-15,OK_REPOSITORY_SUBSTITUIR,599_IEEE.pdf,repository,https://arxiv.org/pdf/2304.06122,arxiv:2304.06122,"Copia OA (arxiv:2304.06122) obtida por rota alternativa em 2026-08-15, contornando o bloqueio de acesso (status anterior: PENDENTE_CAPES_IEEE). Titulo validado contra a pagina 1. ATENCAO: versao de preprint/repositorio pode divergir da versao publicada; SUBSTITUIR pela versao do editor quando o acesso for restabelecido e registrar a versao usada na extracao.",,,,
