id,logical_id,TY,TI,AU,T2,C1,C3,DA,PY,SP,EP,DO,SN,PB,UR,DB,KW,OG,VL,IS,N1,A2,AB,AD,J2,LA,M3,C7,C2,ST,filter_1,filter_1_date,filter_1_observations,oa_status,oa_color,oa_host_type,oa_pdf_url,oa_landing_url,oa_checked_date,pdf_status,pdf_file,pdf_source_host_type,pdf_source_url,pdf_local_source,pdf_status_orientacao,excluded,exclusion_criteria,duplicate_group,duplicate_role
260,260_ACM,CONF,Model-Based Trust Analysis of LLM Conversations,"Göbel, Susanne; Lämmel, Ralf",Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,"Linz, Austria",Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,2024///,2024,602,610,10.1145/3652620.3687809,9798400706226,Association for Computing Machinery,https://doi.org/10.1145/3652620.3687809,ACM Digital Library,MDE for AI; knowledge representation models; model-based analysis of LLMS; dsmls for AI usage,acm/acm_A2.enw,,,,,,,,,,,,,excluido,2026-08-15,"ANALISE DE DUPLICACAO — grupo DUP-A-023, nivel A (DOI identico e titulo normalizado identico). Membros: 260_ACM(ACM Digital Library), 910_SCOPUS(Scopus). Criterio de escolha do primario: melhor status de obtencao do PDF, depois resumo mais completo, depois presenca de DOI, depois menor logical_id. Registro primario: 910_SCOPUS. Conforme o protocolo, a deduplicacao e nao destrutiva: os registros duplicados sao preservados e vinculados, nunca apagados, para sustentar a contagem PRISMA e a rastreabilidade da busca. DECISAO: EXCLUIDO por E3 — duplicata de 910_SCOPUS. A evidencia deste registro nao se perde: ela e extraida do registro primario do mesmo grupo.",OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3652620.3687809?download=true,https://doi.org/10.1145/3652620.3687809,2026-08-15,OK_PUBLISHER,pdfs/260_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3652620.3687809?download=true,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",true,E3,DUP-A-023,duplicata
261,261_ACM,JOUR,MetaRCA: A Generalizable Root Cause Analysis Framework for Cloud-Native Systems Powered by Meta Causal Knowledge,"Liang, Shuai; Chen, Pengfei; Tian, Bozhe; Tan, Gou; Xu, Maohong; Qu, Youjun; Zhao, Yahui; Shang, Yiduo; Tan, Chongkang",Proc. ACM Softw. Eng.,,,2026///,2026,Article FSE007,,10.1145/3797069,,Association for Computing Machinery,https://doi.org/10.1145/3797069,ACM Digital Library,Causality; Cloud-Native Systems; Large Language Model; Root Cause Analysis,acm/acm_A2.enw,3,FSE,,,,,,,,,,,,,,OPEN,hybrid,publisher,,https://doi.org/10.1145/3797069,2026-08-15,OK_PUBLISHER,pdfs/261_ACM.pdf,publisher,,Downloads/3797069.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
262,262_ACM,CONF,A friend or a foe? Evaluating ChatGPT’s Impact on Students’ Computational Thinking Skills,"Mahmoud, May; Asare, Eric; Sakr, Nourhan; Nadi, Sarah",Proceedings of the 2025 29th International Conference on Evaluation and Assessment in Software Engineering Companion,,Proceedings of the 2025 29th International Conference on Evaluation and Assessment in Software Engineering Companion,2025///,2025,176,181,10.1145/3727967.3756830,9798400718328,Association for Computing Machinery,https://doi.org/10.1145/3727967.3756830,ACM Digital Library,,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3727967.3756830,2026-08-15,OK_PUBLISHER,pdfs/262_ACM.pdf,publisher,,Downloads/3727967.3756830.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
263,263_ACM,CONF,Beyond Accuracy: Investigating Error Types in GPT-4 Responses to USMLE Questions,"Roy, Soumyadeep; Khatua, Aparup; Ghoochani, Fatemeh; Hadler, Uwe; Nejdl, Wolfgang; Ganguly, Niloy",Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,"Washington DC, USA",Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,2024///,2024,1073,1082,10.1145/3626772.3657882,9798400704314,Association for Computing Machinery,https://doi.org/10.1145/3626772.3657882,ACM Digital Library,gpt-4; medical qa; multi-label dataset; usmle error taxonomy,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://arxiv.org/pdf/2404.13307,https://doi.org/10.1145/3626772.3657882,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/263_ACM.pdf,repository,https://arxiv.org/pdf/2404.13307,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
264,264_ACM,JOUR,The Future of AI-Driven Software Engineering,"Terragni, Valerio; Vella, Annie; Roop, Partha; Blincoe, Kelly",ACM Trans. Softw. Eng. Methodol.,,,2025///,2025,Article 120,,10.1145/3715003,1049-331X,Association for Computing Machinery,https://doi.org/10.1145/3715003,ACM Digital Library,Software Engineering; Artificial Intelligence; Machine Learning; Large Language Models; APIs; Libraries; Software Testing; Requirements Engineering,acm/acm_A2.enw,34,5,,,,,,,,,,,,,,CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/264_ACM.pdf,publisher,,Downloads/3715003.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",,,,
265,265_ACM,CONF,Using LLM to Autograde Diagrams,"Ferrao, Rafael Corsi; Montagner, Igor dos Santos; Silva, Mariana; Zilles, Craig",Proceedings of the 31st ACM Conference on Innovation and Technology in Computer Science Education V. 2,Spain,Proceedings of the 31st ACM Conference on Innovation and Technology in Computer Science Education V. 2,2026///,2026,803,804,10.1145/3803401.3811979,9798400726330,Association for Computing Machinery,https://doi.org/10.1145/3803401.3811979,ACM Digital Library,autograder; diagram; embedded systems,acm/acm_A2.enw,,,,,,,,,,,,,,2026-08-15,"ANALISE DE TIPO DE ITEM (2026-08-15): 2 paginas, suspeito de poster, publicado no ITiCSE. EVIDENCIA CONTRARIA: secao Abstract, estrutura de artigo e cerca de 14 referencias; nenhuma mencao a poster no corpo do texto, ao contrario de 245_ACM. DISCUSSAO: item topicamente central (avaliacao automatica de diagramas com LLM), o que reforca a necessidade de nao excluir por presuncao de formato. DECISAO: MANTIDO, short paper.",OPEN,gold,,,https://doi.org/10.1145/3803401.3811979,2026-08-15,OK_PUBLISHER,pdfs/265_ACM.pdf,publisher,,Downloads/3803401.3811979.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
266,266_ACM,CONF,Understanding Codebase like a Professional! Human–AI Collaboration for Code Comprehension,"Gao, Jie; Xue, Yue; Xie, Xiaofei; Cao, Junming; Thant, SoeMin; Lee, Erika; Xu, Bowen",Proceedings of the 2026 34th IEEE/ACM International Conference on Program Comprehension,,Proceedings of the 2026 34th IEEE/ACM International Conference on Program Comprehension,2026///,2026,343,354,10.1145/3794763.3794822,9798400724824,Association for Computing Machinery,https://doi.org/10.1145/3794763.3794822,ACM Digital Library,Code Auditing; Codebase Understanding; Large Language Models; Understanding Chain; Code Visualization,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://arxiv.org/pdf/2504.04553,https://doi.org/10.1145/3794763.3794822,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/266_ACM.pdf,repository,https://arxiv.org/pdf/2504.04553,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
267,267_ACM,CONF,A Bug's New Life: Creating Refute Questions from Filtered CS1 Student Code Snapshots,"Agarwal, Nimisha; Kumar, Viraj; Raman, Arun; Karkare, Amey",Proceedings of the ACM Conference on Global Computing Education Vol 1,"Hyderabad, India",Proceedings of the ACM Conference on Global Computing Education Vol 1,2023///,2023,7,14,10.1145/3576882.3617916,9798400700484,Association for Computing Machinery,https://doi.org/10.1145/3576882.3617916,ACM Digital Library,CS1; assessment; refute questions,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3576882.3617916,https://doi.org/10.1145/3576882.3617916,2026-08-15,OK_PUBLISHER,pdfs/267_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3576882.3617916,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
268,268_ACM,CONF,Cost-Effective Framework with Optimized Task Decomposition and Batch Prompting for Medical Dialogue Summary,"Zhang, Chi; Chen, Tao; Chen, Jiehao; Wang, Hao; Shi, Jiyun; Luo, Zhaojing; Zhang, Meihui",Proceedings of the 33rd ACM International Conference on Information and Knowledge Management,"Boise, ID, USA",Proceedings of the 33rd ACM International Conference on Information and Knowledge Management,2024///,2024,3124,3134,10.1145/3627673.3679671,9798400704369,Association for Computing Machinery,https://doi.org/10.1145/3627673.3679671,ACM Digital Library,batch prompting; in-context learning; large language model; medical dialogue summary; task decomposition,acm/acm_A2.enw,,,,,,,,,,,,,,,,CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/268_ACM.pdf,publisher,,Downloads/3627673.3679671.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",,,,
269,269_ACM,CONF,TreatRAG: A Framework for Personalized Treatment Recommendation,"Liu, Chao-Chin; Yao, Hao-Ren; Chang, Der-Chen; Frieder, Ophir",Proceedings of the Nineteenth ACM Conference on Recommender Systems,,Proceedings of the Nineteenth ACM Conference on Recommender Systems,2025///,2025,690,695,10.1145/3705328.3748022,9798400713644,Association for Computing Machinery,https://doi.org/10.1145/3705328.3748022,ACM Digital Library,Retrieval-Augmented Generation; Medical Digital Twins; Medication Recommendation; Large Language Models,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3705328.3748022,https://doi.org/10.1145/3705328.3748022,2026-08-15,OK_PUBLISHER,pdfs/269_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3705328.3748022,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
270,270_ACM,CONF,A Platform for Interactive AI Character Experiences,"Wampfler, Rafael; Yang, Chen; Elste, Dillon; Kovacevic, Nikola; Witzig, Philine; Gross, Markus",Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers,,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers,2025///,2025,Article 15,,10.1145/3721238.3730762,9798400715402,Association for Computing Machinery,https://doi.org/10.1145/3721238.3730762,ACM Digital Library,Conversational AI; Digital Characters; Embodied Conversational Agents; Large Language Models; Interactive Storytelling; Character Consistency; Personality Modeling; Memory Systems; Speech‑Driven Animation; Speech Synthesis; Multimodal Interaction,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://arxiv.org/pdf/2601.01027,https://doi.org/10.1145/3721238.3730762,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/270_ACM.pdf,repository,https://arxiv.org/pdf/2601.01027,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
271,271_ACM,JOUR,A 2030 Roadmap for Software Engineering,"Pezzè, Mauro; Abrahão, Silvia; Penzenstadler, Birgit; Poshyvanyk, Denys; Roychoudhury, Abhik; Yue, Tao",ACM Trans. Softw. Eng. Methodol.,,,2025///,2025,Article 118,,10.1145/3731559,1049-331X,Association for Computing Machinery,https://doi.org/10.1145/3731559,ACM Digital Library,A roadmap for software engineering; AI and software engineering; Human factor in software engineering; Automatic Programming; Sustainable software engineering; Quantum software engineering; AI for verification and validation; security and software engineering; generative AI for software engineering; Large language models for software engineering,acm/acm_A2.enw,34,5,,,,,,,,,,,,,,OPEN,hybrid,publisher,,https://doi.org/10.1145/3731559,2026-08-15,OK_PUBLISHER,pdfs/271_ACM.pdf,publisher,,Downloads/3731559.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
272,272_ACM,CONF,LIA: A Single-GPU LLM Inference Acceleration with Cooperative AMX-Enabled CPU-GPU Computation and CXL Offloading,"Kim, Hyungyo; Wang, Nachuan; Xia, Qirong; Huang, Jinghan; Yazdanbakhsh, Amir; Kim, Nam Sung",Proceedings of the 52nd Annual International Symposium on Computer Architecture,,Proceedings of the 52nd Annual International Symposium on Computer Architecture,2025///,2025,544,558,10.1145/3695053.3731092,9798400712616,Association for Computing Machinery,https://doi.org/10.1145/3695053.3731092,ACM Digital Library,LLM Inference; GPU-CPU Cooperative Computing; AMX; CXL,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3695053.3731092,https://doi.org/10.1145/3695053.3731092,2026-08-15,OK_PUBLISHER,pdfs/272_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3695053.3731092,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
273,273_ACM,CONF,Proceedings of the 2026 7th International Workshop on Bots and Agents in Software Engineering,,,,,2026///,2026,,,,9798400723933,Association for Computing Machinery,,ACM Digital Library,,acm/acm_A2.enw,,,,,,,,,,,,,excluido,2026-08-15,"ANALISE DE TIPO DE ITEM — o registro descreve o VOLUME DE ANAIS como um todo (""Proceedings of the 2026 7th International Workshop on Bots and Agents ""), e nao um relato individual. Sinais: o campo de titulo repete o nome do evento, nao ha autoria de artigo, nao ha resumo e nao ha intervalo de paginas de um trabalho. Sao registros de container gerados pela exportacao das bases. DECISAO: EXCLUIDO por E1 — o item nao e um relato cientifico completo. Os artigos individuais contidos nesses anais, quando recuperados pela busca, permanecem no corpus como registros proprios, entao a exclusao do volume nao remove evidencia.",NO_DOI,,,,,2026-08-15,SEM_DOI,,,,,"NAO VERIFICAVEL. O registro exportado nao trouxe DOI, entao nao foi possivel checar acesso aberto. ACAO: triar primeiro. Boa parte destes nao e artigo, e sim o registro do proceedings inteiro (tipo 'Conference Review') e deve ser EXCLUIDO no filter_1. Para os que forem artigos de verdade, localize o DOI manualmente e reprocesse.",true,E1,,
274,274_ACM,CONF,Experience Report: Identifying common misconceptions and errors of novice programmers with ChatGPT,"Fwa, Hua Leong",Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,"Lisbon, Portugal",Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,2024///,2024,233,241,10.1145/3639474.3640059,9798400704987,Association for Computing Machinery,https://doi.org/10.1145/3639474.3640059,ACM Digital Library,LLM; ChatGPT; misconception; programming; errors; cluster; prompts,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3639474.3640059,https://doi.org/10.1145/3639474.3640059,2026-08-15,OK_PUBLISHER,pdfs/274_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3639474.3640059,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
275,275_ACM,CONF,NBGuru: Generating Explorable Data Science Flowcharts to Facilitate Asynchronous Communication in Interdisciplinary Data Science Teams,"Keelawat, Panayu",Companion Publication of the 2023 Conference on Computer Supported Cooperative Work and Social Computing,"Minneapolis, MN, USA",Companion Publication of the 2023 Conference on Computer Supported Cooperative Work and Social Computing,2023///,2023,6,11,10.1145/3584931.3607020,9798400701290,Association for Computing Machinery,https://doi.org/10.1145/3584931.3607020,ACM Digital Library,artificial intelligence; asynchronous communication; collaboration; computational notebooks; data science; flowchart; interdisciplinary; large language model; on-the-job training,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3584931.3607020,https://doi.org/10.1145/3584931.3607020,2026-08-15,OK_PUBLISHER,pdfs/275_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3584931.3607020,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
276,276_ACM,JOUR,Biomedical Information Retrieval with Positive-Unlabeled Learning and Knowledge Graphs,"Wang, Yuqi; Chen, Qiuyi; Zhang, Haiyang; Wang, Wei; Wang, Qiufeng; Pan, Yushan; Xie, Liangru; Huang, Kaizhu; Nguyen, Anh",ACM Trans. Intell. Syst. Technol.,,,2024///,2024,,,10.1145/3702647,2157-6904,Association for Computing Machinery,https://doi.org/10.1145/3702647,ACM Digital Library,Knowledge graph embedding; pre-trained large language models; positive-unlabeled learning; text classification; natural language processing; information retrieval,acm/acm_A2.enw,,,Just Accepted,,,,,,,,,,,,,OPEN,bronze,publisher,https://dl.acm.org/doi/pdf/10.1145/3702647,https://doi.org/10.1145/3702647,2026-08-15,OK_PUBLISHER,pdfs/276_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3702647,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
